Electorate,State,Party,Margin,Total,"Natural and Physical Sciences, nfd",% Natural & Physical Sciences,Mathematical Sciences,%Mathematical Sciences,Physics and Astronomy,% Physics & Astronomy,Chemical Sciences,% Chemical Sciences,Earth Sciences,% Earth Sciences,Biological Sciences,% Biological Sciences,Other Natural and Physical Sciences,% Other Sciences,"Information Technology, nfd",% IT,Computer Science,% Computer Science,Information Systems,% Information Systems,Other Information Technology,% Other IT,"Engineering and Related Technologies, nfd",% Engineering,Manufacturing Engineering and Technology,% Manufacturing Engineering,Process and Resources Engineering,% Process and Resources Eng.,Automotive Engineering and Technology,% Automotive Engineering,Mechanical and Industrial Engineering and Technology,% Mechanical and Industrial Eng.,Civil Engineering,% Civil Eng.,Geomatic Engineering,% Geomatic Eng.,Electrical and Electronic Engineering and Technology,% Electrical and Electronic Eng.,Aerospace Engineering and Technology,% Aerospace Eng.,Maritime Engineering and Technology,% Maritime Eng.,Other Engineering and Related Technologies,% Other Eng.,"Architecture and Building, nfd",% Architecture,Architecture and Urban Environment,% Archi & Urban,Building,% Building,"Agriculture, Environmental and Related Studies, nfd",% Agriculture & Enviro,Agriculture,% Agriculture,Horticulture and Viticulture,%Horticulture & Viticulture,Forestry Studies,% Forestry,Fisheries Studies,% Fisheries,Environmental Studies,% Environ,"Other Agriculture, Environmental and Related Studies",% Other Agri,"Health, nfd",% Health,Medical Studies,%Medical,Nursing,% Nursing,Pharmacy,%Pharmacy,Dental Studies,% Dental,Optical Science,% Optical,Veterinary Studies,% Vet,Public Health,% Public Health,Radiography,%Radiography,Rehabilitation Therapies,%Rehab,Complementary Therapies,% Comple. Med,Other Health,%Other Health,"Education, nfd",% Education,Teacher Education,% Teacher,Curriculum and Education Studies,% Curriculum,Other Education,% Other Education,"Management and Commerce, nfd",% Management & Commerce,Accounting,% Accounting,Business and Management,% Business,Sales and Marketing,% Sales & Marketing,Tourism,%Toursim,Office Studies,% Office,"Banking, Finance and Related Fields",% Banking & Finance,Other Management and Commerce,% Other Management,"Society and Culture, nfd",%Society,Political Science and Policy Studies,%Poli Sci,Studies in Human Society,% Human Society,Human Welfare Studies and Services,% Human Welfare,Behavioural Science,% Behavioural Science,Law,% Law,Justice and Law Enforcement,% Justice,"Librarianship, Information Management and Curatorial Studies",% Librarianship,Language and Literature,%Language & Lit,Philosophy and Religious Studies,% Philosophy,Economics and Econometrics,% Economics,Sport and Recreation,% Sport,Other Society and Culture,% Other Society,"Creative Arts, nfd",% Creative Arts,Performing Arts,%Performing Arts,Visual Arts and Crafts,% Visual Arts,Graphic and Design Studies,% Graphic and Design,Communication and Media Studies,% Communication and Media,Other Creative Arts,% Other Creative Arts,"Food, Hospitality and Personal Services, nfd",% Food,Food and Hospitality,% Food and Hospitality,Personal Services,% Personal Services,"Mixed Field Programmes, nfd",% Mixed Field,General Education Programmes,% General Education,Social Skills Programmes,% Social Skills,Employment Skills Programmes,% Employment Skills,Other Mixed Field Programmes,% Other Mixed Field,Field of study inadequately described,% Inadequately described,Field of study not stated,% Not stated,Not applicable,% N/A
Fowler,NSW,ALP,13.99,"161,724",322,0.001991046,112,0.000692538,24,0.000148401,110,0.000680171,5,3.09169E-05,32,0.000197868,341,0.002108531,"1,752",0.010833271,406,0.00251045,14,8.65672E-05,3,1.85501E-05,"1,538",0.009510029,837,0.005175484,93,0.000575054,"1,041",0.006436892,"1,751",0.010827088,121,0.000748188,0,0,"2,245",0.013881675,57,0.000352452,10,6.18337E-05,34,0.000210235,0,0,228,0.001409809,"2,578",0.015940739,0,0,82,0.000507037,52,0.000321535,0,0,0,0,3,1.85501E-05,8,4.9467E-05,148,0.000915139,201,0.001242858,"1,790",0.01106824,192,0.001187208,124,0.000766738,13,8.03839E-05,21,0.000129851,81,0.000500853,58,0.000358636,174,0.001075907,9,5.56504E-05,75,0.000463753,122,0.000754372,"2,908",0.017981252,0,0,38,0.000234968,667,0.004124311,"3,007",0.018593406,"4,571",0.028264203,"1,068",0.006603844,212,0.001310875,968,0.005985506,627,0.003876976,236,0.001459276,90,0.000556504,28,0.000173134,104,0.000643071,"2,453",0.015167817,115,0.000711088,431,0.002665034,144,0.000890406,49,0.000302985,509,0.003147337,92,0.00056887,272,0.001681878,162,0.001001707,135,0.000834756,21,0.000129851,80,0.00049467,126,0.000779105,463,0.002862902,346,0.002139447,0,0,0,0,"1,451",0.008972076,"1,503",0.009293611,0,0,237,0.00146546,0,0,0,0,0,0,733,0.004532413,"11,642",0.071986842,"106,085",0.655963246
Gilmore,NSW,ALP,2.61,"146,223",411,0.002810775,40,0.000273555,3,2.05166E-05,64,0.000437688,48,0.000328266,123,0.000841181,103,0.000704404,485,0.003316852,27,0.000184649,0,0,0,0,"1,860",0.012720297,997,0.006818353,184,0.001258352,"1,693",0.011578206,"2,711",0.018540175,179,0.001224158,137,0.000936925,"2,677",0.018307653,"1,045",0.007146619,238,0.001627651,133,0.00090957,0,0,296,0.002024305,"5,395",0.0368957,0,0,413,0.002824453,812,0.005553162,7,4.78721E-05,0,0,179,0.001224158,11,7.52276E-05,267,0.001825978,326,0.002229471,"3,925",0.026842562,123,0.000841181,148,0.001012153,23,0.000157294,190,0.001299385,299,0.002044822,48,0.000328266,519,0.003549373,49,0.000335105,202,0.001381452,463,0.003166397,"6,111",0.041792331,0,0,39,0.000266716,282,0.001928561,"1,659",0.011345684,"4,731",0.032354691,"1,287",0.008801625,114,0.000779631,"2,179",0.014901896,466,0.003186913,140,0.000957442,166,0.001135252,49,0.000335105,306,0.002092694,"3,681",0.025173878,291,0.001990111,354,0.00242096,407,0.00278342,142,0.000971119,185,0.001265191,153,0.001046347,148,0.001012153,335,0.002291021,70,0.000478721,69,0.000471882,116,0.000793309,354,0.00242096,285,0.001949078,366,0.002503026,0,0,0,0,"2,385",0.016310704,"1,450",0.009916361,0,0,107,0.000731759,0,0,0,0,0,0,766,0.005238574,"14,019",0.09587411,"73,684",0.503915253
Grayndler,NSW,ALP,16.30,"146,026","1,125",0.007704107,330,0.002259872,102,0.000698506,189,0.00129429,85,0.000582088,548,0.003752756,385,0.002636517,"2,097",0.014360456,"1,035",0.007087779,31,0.000212291,5,3.42405E-05,"1,908",0.013066166,551,0.003773301,157,0.001075151,348,0.002383137,835,0.00571816,268,0.00183529,29,0.000198595,"1,754",0.01201156,99,0.000677961,63,0.00043143,49,0.000335557,0,0,"1,784",0.012217002,"2,066",0.014148165,0,0,62,0.000424582,176,0.001205265,0,0,0,0,271,0.001855834,0,0,351,0.002403682,"1,182",0.008094449,"2,423",0.016592936,176,0.001205265,145,0.000992974,16,0.00010957,121,0.00082862,416,0.002848808,99,0.000677961,840,0.0057524,35,0.000239683,266,0.001821593,894,0.006122197,"4,578",0.031350581,0,0,3,2.05443E-05,"1,725",0.011812965,"3,499",0.023961486,"8,051",0.055134017,"2,488",0.017038062,329,0.002253023,675,0.004622464,"1,693",0.011593826,189,0.00129429,802,0.005492173,618,0.004232123,"1,816",0.012436142,"1,916",0.013120951,"1,549",0.0106077,"3,288",0.022516538,146,0.000999822,505,0.003458288,"1,468",0.010053004,288,0.001972252,"1,318",0.00902579,352,0.00241053,176,0.001205265,328,0.002246175,"1,525",0.010443346,"1,388",0.009505157,"2,266",0.015517785,"3,868",0.026488434,0,0,0,0,"1,781",0.012196458,926,0.006341336,0,0,107,0.000732746,0,0,0,0,0,0,"1,542",0.010559763,"11,803",0.080828072,"58,495",0.400579349
Greenway,NSW,ALP,2.80,"167,138",782,0.004678768,221,0.001322261,23,0.000137611,190,0.001136785,15,8.97462E-05,315,0.00188467,606,0.003625746,"3,808",0.022783568,"1,391",0.008322464,169,0.00101114,4,2.39323E-05,"2,577",0.015418397,837,0.005007838,262,0.001567567,"1,268",0.007586545,"2,192",0.013114911,488,0.002919743,23,0.000137611,"3,527",0.021102323,129,0.000771817,42,0.000251289,98,0.000586342,0,0,358,0.002141943,"2,995",0.017919324,0,0,170,0.001017124,302,0.00180689,0,0,0,0,55,0.000329069,5,2.99154E-05,277,0.001657313,418,0.002500927,"3,294",0.019708265,211,0.00126243,231,0.001382091,8,4.78646E-05,58,0.000347019,200,0.001196616,29,0.000173509,393,0.00235135,33,0.000197442,155,0.000927377,365,0.002183824,"4,685",0.028030729,0,0,63,0.000376934,"1,528",0.009142146,"5,199",0.031106032,"7,725",0.046219292,"1,704",0.010195168,306,0.001830822,"1,254",0.007502782,"1,399",0.008370329,402,0.002405198,230,0.001376108,41,0.000245306,383,0.00229152,"2,816",0.016848353,366,0.002189807,495,0.002961625,418,0.002500927,78,0.00046668,465,0.002782132,350,0.002094078,434,0.002596657,293,0.001753042,197,0.001178667,35,0.000209408,206,0.001232514,205,0.001226531,567,0.003392406,640,0.003829171,0,0,0,0,"1,959",0.011720853,"1,333",0.007975445,0,0,104,0.00062224,0,0,3,1.79492E-05,0,0,"1,328",0.00794553,"9,073",0.054284483,"89,099",0.533086432
Hughes,NSW,LP,9.85,"141,184",633,0.004483511,164,0.001161605,45,0.000318733,157,0.001112024,50,0.000354148,201,0.001423674,268,0.001898232,"1,565",0.011084825,474,0.003357321,31,0.000219572,3,2.12489E-05,"2,266",0.016049977,"1,239",0.008775782,234,0.001657412,"1,432",0.010142792,"2,272",0.016092475,323,0.002287795,150,0.001062443,"3,543",0.025094912,652,0.004618087,68,0.000481641,74,0.000524139,0,0,414,0.002932344,"4,044",0.028643472,0,0,69,0.000488724,454,0.003215662,0,0,0,0,97,0.000687047,0,0,240,0.001699909,283,0.002004476,"2,884",0.020427244,129,0.000913701,103,0.000729544,41,0.000290401,106,0.000750793,238,0.001685743,54,0.00038248,560,0.003966455,20,0.000141659,244,0.001728241,560,0.003966455,"6,072",0.043007706,0,0,43,0.000304567,"1,099",0.007784168,"3,263",0.023111684,"6,801",0.048171181,"1,762",0.012480168,473,0.003350238,"2,278",0.016134973,"1,276",0.009037851,301,0.00213197,213,0.00150867,65,0.000460392,284,0.002011559,"2,180",0.015440843,629,0.004455179,798,0.005652199,760,0.005383046,134,0.000949116,307,0.002174467,156,0.001104941,343,0.002429454,528,0.003739801,158,0.001119107,57,0.000403728,209,0.001480338,373,0.002641942,691,0.004894322,846,0.00599218,0,0,0,0,"1,431",0.010135709,"1,491",0.010560687,0,0,38,0.000269152,0,0,0,0,0,0,665,0.004710165,"5,908",0.041846102,"70,793",0.501423674
Hume,NSW,LP,12.99,"146,580",293,0.001998908,24,0.000163733,17,0.000115978,38,0.000259244,19,0.000129622,127,0.000866421,142,0.000968754,695,0.004741438,97,0.000661755,0,0,0,0,"2,185",0.014906536,"1,048",0.007149679,274,0.001869286,"2,250",0.01534998,"3,018",0.020589439,138,0.000941465,41,0.000279711,"2,696",0.018392687,226,0.00154182,16,0.000109155,67,0.000457088,0,0,228,0.001555465,"4,675",0.031893846,0,0,"1,060",0.007231546,688,0.004693683,5,3.41111E-05,0,0,74,0.000504844,11,7.50443E-05,195,0.001330332,186,0.001268932,"3,307",0.022561059,71,0.000484377,101,0.000689044,7,4.77555E-05,262,0.00178742,261,0.001780598,17,0.000115978,399,0.002722063,21,0.000143266,153,0.001043799,423,0.002885796,"5,369",0.036628462,0,0,88,0.000600355,232,0.001582753,"1,562",0.010656297,"5,294",0.036116796,"1,284",0.008759722,218,0.001487242,"1,744",0.01189794,564,0.003847728,314,0.002142175,126,0.000859599,40,0.000272889,231,0.001575931,"3,417",0.023311502,324,0.002210397,383,0.002612908,998,0.006808569,136,0.000927821,112,0.000764088,127,0.000866421,100,0.000682221,354,0.002415063,107,0.000729977,35,0.000238777,130,0.000886888,261,0.001780598,363,0.002476463,300,0.002046664,0,0,0,0,"1,666",0.011365807,"1,720",0.011734207,0,0,46,0.000313822,0,0,0,0,0,0,603,0.004113795,"10,938",0.074621367,"79,946",0.545408651
Hunter,NSW,ALP,2.98,"152,467",168,0.001101878,22,0.000144294,7,4.59116E-05,50,0.00032794,18,0.000118058,70,0.000459116,143,0.000937908,655,0.004296012,81,0.000531263,0,0,0,0,"2,431",0.015944434,540,0.00354175,"1,006",0.006598149,"2,231",0.014632675,"5,419",0.035542117,141,0.00092479,102,0.000668997,"3,115",0.020430651,106,0.000695232,135,0.000885438,119,0.000780497,0,0,175,0.001147789,"3,736",0.024503663,0,0,402,0.002636636,529,0.003469603,0,0,3,1.96764E-05,135,0.000885438,7,4.59116E-05,164,0.001075643,188,0.001233054,"4,351",0.028537323,70,0.000459116,115,0.000754262,14,9.18231E-05,228,0.001495406,342,0.002243108,53,0.000347616,325,0.002131609,10,6.5588E-05,106,0.000695232,274,0.00179711,"4,434",0.029081703,0,0,56,0.000367293,133,0.00087232,"1,282",0.008408377,"5,488",0.035994674,"1,346",0.00882814,107,0.000701791,"1,729",0.011340159,466,0.003056399,200,0.001311759,90,0.000590292,16,0.000104941,115,0.000754262,"3,128",0.020515915,195,0.001278965,196,0.001285524,340,0.002229991,104,0.000682115,110,0.000721468,180,0.001180583,44,0.000288587,311,0.002039786,91,0.00059685,41,0.000268911,114,0.000747703,163,0.001069084,195,0.001278965,285,0.001869257,0,0,0,0,"2,334",0.015308231,"1,652",0.010835132,0,0,75,0.00049191,0,0,0,0,0,0,540,0.00354175,"12,389",0.081256928,"85,214",0.55890127
Kingsford Smith,NSW,ALP,8.81,"172,302","1,020",0.005919838,489,0.00283804,187,0.001085304,322,0.001868812,88,0.000510731,642,0.003726016,571,0.003313949,"2,113",0.012263352,"1,014",0.005885016,95,0.000551358,4,2.32151E-05,"2,952",0.017132709,811,0.004706852,603,0.003499669,751,0.004358626,"1,531",0.008885561,723,0.004196121,88,0.000510731,"3,104",0.018014881,223,0.001294239,68,0.000394656,177,0.001027266,0,0,"1,216",0.007057376,"3,511",0.020377012,0,0,96,0.000557161,267,0.001549605,5,2.90188E-05,0,0,175,0.001015659,0,0,344,0.001996495,"1,381",0.008014997,"3,235",0.018775174,231,0.001340669,257,0.001491567,98,0.000568769,60,0.000348226,341,0.001979083,93,0.00053975,658,0.003818876,32,0.00018572,322,0.001868812,547,0.003174658,"4,622",0.026824993,0,0,22,0.000127683,"2,323",0.013482142,"4,795",0.027829044,"8,799",0.051067312,"2,683",0.015571497,535,0.003105013,"1,264",0.007335957,"2,121",0.012309782,232,0.001346473,460,0.002669731,282,0.001636661,888,0.005153742,"1,877",0.010893663,"1,094",0.006349317,"2,301",0.013354459,244,0.001416118,163,0.000946013,960,0.005571613,178,0.00103307,"1,223",0.007098002,610,0.003540296,151,0.000876368,155,0.000899583,774,0.004492113,491,0.002849648,"1,483",0.008606981,"1,965",0.011404395,0,0,0,0,"1,968",0.011421806,"1,419",0.00823554,0,0,257,0.001491567,0,0,0,0,0,0,"1,310",0.00760293,"15,304",0.088820791,"77,095",0.447441121
Lindsay,NSW,LP,5.04,"162,769",325,0.001996695,34,0.000208885,7,4.30057E-05,48,0.000294896,0,0,68,0.00041777,203,0.001247166,"1,412",0.008674871,344,0.002113425,15,9.21551E-05,0,0,"2,030",0.012471662,"1,053",0.006469291,97,0.000595937,"1,932",0.011869582,"2,710",0.016649362,236,0.001449908,28,0.000172023,"2,913",0.017896528,132,0.000810965,19,0.00011673,93,0.000571362,0,0,151,0.000927695,"4,105",0.02521979,0,0,178,0.001093574,446,0.002740079,0,0,0,0,34,0.000208885,7,4.30057E-05,236,0.001449908,174,0.001069,"3,281",0.020157401,45,0.000276465,120,0.000737241,8,4.91494E-05,119,0.000731097,297,0.001824672,37,0.000227316,225,0.001382327,15,9.21551E-05,165,0.001013707,393,0.002414465,"4,481",0.027529812,0,0,61,0.000374764,438,0.00269093,"2,192",0.013466938,"6,508",0.039983043,"1,417",0.008705589,284,0.001744804,"1,469",0.00902506,786,0.004828929,507,0.003114844,188,0.001155011,61,0.000374764,129,0.000792534,"3,521",0.021631883,285,0.001750948,347,0.002131856,704,0.004325148,119,0.000731097,222,0.001363896,125,0.00076796,123,0.000755672,440,0.002703217,248,0.001523632,21,0.000129017,145,0.000890833,266,0.001634218,353,0.002168718,519,0.003188568,0,0,0,0,"2,117",0.013006162,"1,780",0.010935743,0,0,102,0.000626655,0,0,0,0,0,0,756,0.004644619,"11,689",0.071813429,"94,419",0.580079745
Lyne,NSW,NP,15.17,"140,993",214,0.001517806,31,0.000219869,6,4.25553E-05,52,0.000368813,35,0.000248239,96,0.000680885,69,0.000489386,561,0.003978921,37,0.000262424,0,0,3,2.12777E-05,"1,797",0.012745314,781,0.005539282,327,0.002319264,"1,874",0.01329144,"3,125",0.022164221,128,0.000907846,84,0.000595774,"2,502",0.017745562,176,0.001248289,214,0.001517806,81,0.000574497,0,0,121,0.000858199,"4,673",0.033143489,0,0,702,0.004978971,768,0.005447079,10,7.09255E-05,0,0,139,0.000985865,11,7.80181E-05,196,0.00139014,199,0.001411418,"4,582",0.032498067,103,0.000730533,93,0.000659607,23,0.000163129,148,0.001049698,147,0.001042605,40,0.000283702,398,0.002822835,53,0.000375905,127,0.000900754,303,0.002149043,"5,254",0.037264261,0,0,64,0.000453923,153,0.00108516,"1,374",0.009745165,"4,016",0.028483684,"1,449",0.010277106,53,0.000375905,"2,161",0.015327002,428,0.003035612,105,0.000744718,101,0.000716348,6,4.25553E-05,137,0.000971679,"3,317",0.023525991,196,0.00139014,263,0.001865341,336,0.002383097,46,0.000326257,63,0.000446831,123,0.000872384,73,0.000517756,230,0.001631287,53,0.000375905,32,0.000226962,65,0.000461016,290,0.00205684,176,0.001248289,225,0.001595824,0,0,0,0,"2,274",0.01612846,"1,426",0.010113977,0,0,101,0.000716348,0,0,0,0,0,0,491,0.003482442,"12,800",0.090784649,"76,137",0.540005532
Macarthur,NSW,ALP,8.40,"158,467",292,0.001842655,95,0.000599494,29,0.000183003,101,0.000637357,0,0,111,0.000700461,234,0.001476648,"1,702",0.010740407,389,0.00245477,24,0.000151451,6,3.78628E-05,"1,864",0.011762701,"1,175",0.007414793,156,0.000984432,"1,754",0.011068551,"2,553",0.01611061,168,0.001060158,23,0.000145141,"2,654",0.016747966,131,0.000826671,17,0.000107278,50,0.000315523,0,0,215,0.001356749,"3,475",0.021928856,0,0,182,0.001148504,317,0.002000416,0,0,0,0,31,0.000195624,12,7.57255E-05,264,0.001665962,280,0.001766929,"3,157",0.019922129,67,0.000422801,112,0.000706772,5,3.15523E-05,124,0.000782497,170,0.001072779,10,6.31046E-05,244,0.001539753,14,8.83465E-05,100,0.000631046,356,0.002246525,"3,952",0.024938946,0,0,93,0.000586873,546,0.003445512,"2,622",0.016546032,"5,976",0.037711322,"1,355",0.008550676,298,0.001880518,"1,521",0.009598213,825,0.005206131,560,0.003533859,196,0.001236851,49,0.000309213,222,0.001400923,"3,603",0.022736595,286,0.001804792,355,0.002240214,562,0.00354648,105,0.000662599,206,0.001299955,152,0.00095919,167,0.001053847,382,0.002410597,208,0.001312576,16,0.000100967,126,0.000795118,234,0.001476648,505,0.003186783,369,0.002328561,0,0,0,0,"1,899",0.011983568,"1,501",0.009472004,0,0,106,0.000668909,4,2.52418E-05,0,0,0,0,875,0.005521654,"9,761",0.061596421,"93,727",0.591460683
Mackellar,NSW,LP,13.22,"144,980",778,0.005366257,173,0.001193268,64,0.00044144,148,0.00102083,83,0.000572493,318,0.002193406,194,0.001338116,"1,455",0.010035867,447,0.003083184,22,0.000151745,0,0,"2,104",0.014512347,807,0.005566285,148,0.00102083,"1,104",0.007614843,"1,230",0.008483929,300,0.002069251,85,0.000586288,"2,655",0.018312871,191,0.001317423,380,0.002621051,115,0.000793213,0,0,"1,012",0.006980273,"4,540",0.031314664,0,0,145,0.001000138,673,0.00464202,0,0,0,0,236,0.001627811,0,0,273,0.001883018,412,0.002841771,"3,098",0.021368465,154,0.001062215,193,0.001331218,14,9.6565E-05,91,0.000627673,127,0.000875983,48,0.00033108,805,0.00555249,88,0.00060698,318,0.002193406,465,0.003207339,"5,757",0.039708925,0,0,10,6.8975E-05,"1,062",0.007325148,"3,588",0.024748241,"7,440",0.051317423,"2,847",0.019637191,522,0.003600497,"2,528",0.017436888,"1,460",0.010070355,141,0.000972548,328,0.002262381,116,0.00080011,558,0.003848807,"1,930",0.013312181,833,0.00574562,"1,088",0.007504483,269,0.001855428,145,0.001000138,585,0.004035039,242,0.001669196,897,0.00618706,702,0.004842047,81,0.000558698,151,0.001041523,380,0.002621051,575,0.003966064,"1,315",0.009070217,"1,407",0.009704787,0,0,0,0,"1,670",0.01151883,"1,644",0.011339495,0,0,58,0.000400055,0,0,0,0,0,0,913,0.00629742,"8,353",0.057614843,"67,768",0.46742999
Macquarie,NSW,ALP,0.19,"138,088",576,0.004171253,88,0.000637275,18,0.000130352,96,0.000695209,40,0.00028967,398,0.00288222,210,0.001520769,922,0.006676902,171,0.001238341,6,4.34506E-05,3,2.17253E-05,"1,803",0.013056891,888,0.006430682,111,0.000803835,"1,530",0.011079891,"2,133",0.015446672,167,0.001209374,91,0.000659,"2,621",0.01898065,339,0.002454956,52,0.000376571,90,0.000651758,0,0,466,0.00337466,"4,311",0.031219223,0,0,435,0.003150165,942,0.006821737,0,0,0,0,302,0.002187011,15,0.000108626,310,0.002244945,288,0.002085627,"3,611",0.026149991,60,0.000434506,123,0.000890736,3,2.17253E-05,262,0.001897341,264,0.001911824,61,0.000441747,657,0.004757836,84,0.000608308,229,0.001658363,791,0.005728231,"6,766",0.048997741,0,0,39,0.000282429,193,0.001397659,"1,682",0.012180638,"5,374",0.038917212,"1,252",0.009066682,143,0.001035572,"1,792",0.012977232,652,0.004721627,266,0.001926308,409,0.002961879,63,0.000456231,600,0.004345055,"3,101",0.022456694,693,0.005018539,592,0.004287121,638,0.004620242,380,0.002751868,435,0.003150165,312,0.002259429,176,0.00127455,458,0.003316726,79,0.000572099,163,0.001180407,487,0.003526737,714,0.005170616,719,0.005206825,891,0.006452407,0,0,0,0,"1,829",0.013245177,"1,495",0.01082643,0,0,61,0.000441747,0,0,0,0,0,0,885,0.006408957,"8,560",0.061989456,"68,166",0.493641736
McMahon,NSW,ALP,6.64,"163,115",336,0.002059896,67,0.000410753,8,4.90452E-05,129,0.000790853,8,4.90452E-05,95,0.000582411,338,0.002072158,"1,692",0.01037305,478,0.002930448,28,0.000171658,0,0,"1,934",0.011856666,907,0.005560494,104,0.000637587,"1,487",0.009116268,"2,080",0.01275174,268,0.001643013,27,0.000165527,"2,554",0.015657665,58,0.000355577,7,4.29145E-05,44,0.000269748,0,0,311,0.00190663,"3,658",0.022425896,0,0,86,0.000527235,163,0.000999295,0,0,0,0,13,7.96984E-05,3,1.83919E-05,196,0.001201606,169,0.001036079,"2,085",0.012782393,142,0.000870551,182,0.001115777,10,6.13064E-05,33,0.000202311,103,0.000631456,23,0.000141005,178,0.001091255,16,9.80903E-05,70,0.000429145,185,0.001134169,"3,532",0.021653435,0,0,52,0.000318793,634,0.003886828,"3,061",0.018765901,"5,350",0.032798946,"1,297",0.007951445,318,0.001949545,"1,362",0.008349937,889,0.005450143,383,0.002348037,140,0.00085829,42,0.000257487,137,0.000839898,"2,804",0.017190326,226,0.001385526,470,0.002881403,202,0.00123839,77,0.00047206,545,0.003341201,93,0.00057015,227,0.001391656,292,0.001790148,137,0.000839898,27,0.000165527,86,0.000527235,170,0.001042209,488,0.002991754,464,0.002844619,0,0,0,0,"1,570",0.009625111,"1,673",0.010256567,0,0,238,0.001459093,0,0,0,0,0,0,698,0.00427919,"9,948",0.060987647,"101,876",0.624565491
Mitchell,NSW,LP,18.63,"150,650",902,0.005987388,313,0.002077663,59,0.000391636,287,0.001905078,23,0.000152672,329,0.00218387,383,0.002542317,"3,042",0.020192499,"1,245",0.008264189,82,0.000544308,9,5.97411E-05,"2,782",0.018466645,775,0.005144374,307,0.002037836,915,0.006073681,"1,792",0.011895121,571,0.003790242,73,0.000484567,"3,382",0.022449386,163,0.001081978,29,0.000192499,69,0.000458015,0,0,596,0.00395619,"3,012",0.019993362,0,0,131,0.000869565,295,0.001958181,3,1.99137E-05,0,0,84,0.000557584,7,4.64653E-05,404,0.002681713,"1,015",0.006737471,"2,966",0.019688019,252,0.001672751,271,0.001798872,28,0.000185861,56,0.000371723,231,0.001533355,118,0.000783272,625,0.004148689,25,0.000165948,213,0.001413873,581,0.003856621,"5,648",0.037490873,0,0,36,0.000238964,"1,599",0.010614006,"5,408",0.035897776,"8,319",0.05522071,"2,225",0.014769333,339,0.002250249,"2,091",0.013879854,"1,851",0.012286757,324,0.00215068,200,0.00132758,109,0.000723531,355,0.002356455,"1,925",0.012777962,657,0.004361102,949,0.006299369,380,0.002522403,139,0.000922668,704,0.004673083,477,0.003166279,681,0.004520412,276,0.001832061,79,0.000524394,70,0.000464653,312,0.002071026,254,0.001686027,782,0.00519084,888,0.005894457,0,0,0,0,"1,330",0.00882841,"1,371",0.009100564,0,0,25,0.000165948,0,0,0,0,0,0,971,0.006445403,"5,287",0.03509459,"73,870",0.490341852
